40	<- Number of trains;
trainID	trainSpeed	trainType	trainRoute
0	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	360	0	360	0	0	0	360	360	0	
1	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	180	0	0	0	360	180	180	0	
2	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	360	360	180	0	0	0	180	180	0	
3	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	180	0	0	180	360	360	180	0	
4	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	180	180	180	0	0	360	180	0	
5	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	360	360	360	0	0	360	180	0	
6	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	360	0	0	180	180	0	180	0	0	
7	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	360	360	180	180	360	0	0	0	
8	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	0	0	360	180	0	0	0	0	
9	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	180	180	360	180	0	0	360	0	
10	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	360	360	180	180	360	180	360	0	
11	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	0	180	0	180	0	360	360	0	
12	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	360	360	360	180	0	0	360	0	
13	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	360	0	0	180	0	0	180	0	
14	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	180	180	360	360	360	360	180	0	
15	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	180	360	0	360	0	360	180	0	
16	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	0	0	180	0	360	360	180	0	0	
17	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	180	360	0	360	0	180	0	0	
18	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	180	0	180	360	0	180	0	0	
19	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	0	180	0	360	0	360	0	0	
20	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	360	0	360	180	360	0	360	0	0	
21	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	360	180	180	360	0	180	360	0	
22	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	0	360	360	360	0	180	360	0	
23	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	180	0	180	0	360	0	360	0	
24	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	360	180	360	0	0	0	360	0	
25	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	360	0	360	0	0	0	360	0	
26	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	180	180	360	0	0	360	180	0	
27	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	0	360	360	0	360	0	180	0	
28	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	0	0	360	0	0	0	180	0	
29	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	180	180	0	0	0	0	180	0	
30	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	360	360	360	0	360	360	0	0	
31	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	0	360	180	0	0	360	0	0	
32	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	360	360	0	180	0	180	0	0	
33	50	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	360	0	180	180	0	180	0	0	
34	50	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	180	180	180	0	180	360	360	360	0	
35	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	360	180	180	180	0	360	360	0	
36	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	0	0	180	180	180	360	180	360	0	
37	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	360	180	360	180	180	0	180	360	0	
38	30	0	0	1	2	3	4	5	6	7	8	9	SPLIT	0	360	360	180	360	180	180	180	360	0	
39	30	1	9	8	7	6	5	4	3	2	1	0	SPLIT	0	0	0	180	180	180	0	0	180	0	
